creditscore,geography,gender,age,tenure,balance,numofproducts,numofproducts,isactivemember,estimatedsalary,exited
723,France,Male,48,7,0,2,2,Has Credit Card,150694.58,Churned
586,France,Female,28,5,0,3,3,No Credit Card,170487.4,Stayed
633,Germany,Female,29,8,104944.1,1,1,Has Credit Card,97684.46,Churned
564,France,Male,31,4,0,2,2,No Credit Card,53520.03,Churned
649,France,Female,31,2,0,2,2,No Credit Card,15200.61,Churned
622,France,Female,30,4,107879.04,1,1,Has Credit Card,196894.62,Churned
459,Germany,Male,46,7,110356.42,1,1,No Credit Card,4969.13,Stayed
718,France,Male,27,2,0,2,2,No Credit Card,26229.24,Churned
655,Spain,Female,34,4,109783.69,2,2,No Credit Card,134034.32,Churned
696,France,Male,22,9,149777,1,1,Has Credit Card,198032.93,Churned
637,France,Female,38,3,104339.56,1,1,No Credit Card,119882.86,Churned
630,Spain,Female,21,1,85818.18,1,1,Has Credit Card,133102.3,Churned
592,France,Male,37,4,212692.97,1,1,No Credit Card,176395.02,Churned
634,Germany,Male,37,1,89696.84,2,2,Has Credit Card,193179.88,Churned
608,France,Female,28,9,0,2,2,Has Credit Card,125062.02,Churned
565,Germany,Female,32,9,68067.24,1,1,No Credit Card,143287.58,Churned
763,Spain,Male,67,9,148564.66,1,1,Has Credit Card,87236.4,Churned
665,France,Female,55,8,136354.16,1,1,Has Credit Card,93769.89,Churned
649,France,Male,38,1,122214,1,1,Has Credit Card,88965.46,Churned
695,France,Male,45,3,0,2,2,Has Credit Card,30793.61,Churned
775,Germany,Male,70,6,119684.88,2,2,Has Credit Card,74532.02,Churned
788,France,Female,39,3,135139.33,1,1,Has Credit Card,113086.08,Churned
569,Germany,Female,42,9,146100.75,1,1,No Credit Card,32574.01,Stayed
726,Spain,Female,56,8,123110.9,3,3,Has Credit Card,130113.78,Stayed
564,Germany,Female,44,3,111760.4,3,3,Has Credit Card,104722.47,Stayed
544,France,Female,32,9,110728.39,1,1,Has Credit Card,14559.62,Churned
453,Germany,Female,38,8,120623.21,1,1,No Credit Card,129697.99,Churned
471,France,Female,58,4,114713.57,1,1,Has Credit Card,36315.03,Churned
754,Germany,Male,57,2,101134.87,2,2,Has Credit Card,70954.41,Churned
749,Germany,Male,46,10,78136.36,2,2,Has Credit Card,73470.98,Churned
667,France,Male,23,1,0,2,2,No Credit Card,91573.19,Churned
670,Spain,Male,30,3,133446.34,1,1,No Credit Card,3154.95,Churned
670,France,Female,33,7,0,2,2,Has Credit Card,88187.81,Churned
623,Germany,Female,48,1,108076.33,1,1,No Credit Card,118855.26,Stayed
571,France,Male,32,5,131354.25,1,1,No Credit Card,125256.53,Churned
641,Germany,Female,37,7,62974.64,2,2,Has Credit Card,39016.43,Churned
551,Germany,Female,30,2,143340.44,1,1,No Credit Card,145796.49,Churned
741,Germany,Male,36,8,116993.43,2,2,No Credit Card,168816.22,Churned
472,France,Male,31,4,58662.92,2,2,Has Credit Card,73322,Churned
650,Spain,Male,41,3,128808.65,3,3,No Credit Card,113677.53,Stayed
625,France,Male,45,7,137555.44,1,1,No Credit Card,124607.7,Churned
650,Germany,Male,34,4,142393.11,1,1,Has Credit Card,11276.48,Churned
535,France,Female,38,8,0,2,2,No Credit Card,136620.64,Churned
649,France,Female,41,2,125785.23,1,1,Has Credit Card,70523.92,Churned
689,France,Male,22,4,136444.25,1,1,No Credit Card,51980.25,Stayed
694,Spain,Male,38,7,121527.4,1,1,No Credit Card,113481.02,Churned
655,Germany,Male,52,9,144696.75,1,1,Has Credit Card,49025.79,Churned
620,France,Male,36,8,0,2,2,Has Credit Card,145937.99,Churned
577,France,Female,35,10,0,2,2,Has Credit Card,25161.61,Churned
401,Germany,Male,48,8,128140.17,1,1,No Credit Card,175753.55,Stayed
599,France,Male,25,6,120383.41,1,1,Has Credit Card,24903.09,Churned
481,France,Female,57,9,0,3,3,Has Credit Card,169719.35,Stayed
704,France,Male,42,8,129735.3,2,2,Has Credit Card,179565.57,Churned
698,Spain,Female,31,8,185078.26,1,1,No Credit Card,115337.74,Stayed
480,France,Female,28,6,0,2,2,No Credit Card,48131.92,Churned
682,France,Male,42,0,0,1,1,Has Credit Card,160828.98,Churned
700,Spain,Male,31,7,0,2,2,Has Credit Card,145151.96,Churned
492,France,Male,29,1,144591.96,1,1,Has Credit Card,196293.76,Churned
444,France,Female,45,4,0,2,2,No Credit Card,161653.5,Stayed
624,France,Male,36,6,0,2,2,No Credit Card,84635.64,Churned
709,France,Male,37,7,0,1,1,No Credit Card,159486.76,Churned
557,Germany,Male,68,2,100194.44,1,1,Has Credit Card,38596.34,Churned
646,Germany,Male,50,6,145295.31,2,2,Has Credit Card,27814.74,Churned
719,Germany,Male,28,3,106070.29,2,2,Has Credit Card,183893.31,Churned
706,Germany,Female,47,6,120621.89,1,1,Has Credit Card,140803.7,Churned
660,France,Male,38,7,0,2,2,Has Credit Card,146585.53,Churned
667,France,Male,36,9,0,2,2,Has Credit Card,40062.29,Churned
705,France,Male,30,1,0,1,1,Has Credit Card,181300.32,Churned
598,Germany,Female,27,10,171283.91,1,1,Has Credit Card,84136.12,Churned
669,France,Male,26,4,0,2,2,Has Credit Card,197594.34,Churned
580,Germany,Female,38,1,128218.47,1,1,No Credit Card,125953.83,Stayed
676,France,Female,32,5,0,2,2,Has Credit Card,75465.41,Churned
714,Germany,Male,28,7,77776.39,1,1,No Credit Card,177737.07,Churned
597,Germany,Female,72,6,124978.19,2,2,Has Credit Card,7144.46,Churned
559,France,Male,29,1,0,2,2,No Credit Card,155639.76,Churned
564,France,Female,28,1,0,1,1,Has Credit Card,162428.05,Churned
850,Spain,Male,51,3,109799.55,2,2,Has Credit Card,12457.76,Stayed
689,France,Male,39,7,0,2,2,No Credit Card,14917.09,Churned
758,Germany,Female,61,8,125397.21,1,1,No Credit Card,182184.09,Stayed
604,Spain,Female,71,10,0,2,2,Has Credit Card,129984.2,Churned
733,Germany,Male,38,9,111347.37,2,2,Has Credit Card,194872.97,Churned
778,Spain,Male,40,8,104291.41,2,2,Has Credit Card,117507.11,Churned
732,Germany,Female,61,9,94867.18,2,2,Has Credit Card,157527.6,Stayed
646,France,Male,24,8,0,2,2,No Credit Card,92612.88,Churned
597,France,Female,33,6,135703.59,2,2,No Credit Card,74850.84,Churned
821,Germany,Female,37,5,106453.53,2,2,Has Credit Card,127413,Churned
640,France,Male,43,7,132412.38,1,1,No Credit Card,69584.3,Stayed
511,Germany,Female,40,9,124401.6,1,1,No Credit Card,198814.24,Stayed
805,France,Male,46,6,118022.06,3,3,No Credit Card,162643.15,Stayed
540,Germany,Male,39,1,82531.11,1,1,No Credit Card,114092.52,Churned
705,Spain,Male,44,0,184552.12,1,1,No Credit Card,68860.3,Stayed
540,Germany,Male,39,4,127278.31,1,1,Has Credit Card,16150.34,Churned
532,Spain,Female,66,3,0,1,1,Has Credit Card,115227.02,Churned
535,France,Female,45,2,0,2,2,Has Credit Card,170621.55,Churned
627,Germany,Male,23,5,184244.86,1,1,No Credit Card,103099.22,Churned
646,France,Male,52,8,59669.43,1,1,No Credit Card,172495.81,Stayed
515,France,Female,25,7,79543.59,1,1,Has Credit Card,38772.82,Churned
697,France,Female,39,6,151553.19,1,1,Has Credit Card,44946.29,Churned
652,Germany,Male,27,2,166527.88,2,2,Has Credit Card,146007.7,Churned
579,Germany,Male,28,6,150329.15,1,1,No Credit Card,145558.42,Churned
760,France,Male,43,8,121911.59,1,1,No Credit Card,193312.33,Churned
769,France,Male,51,9,156773.78,2,2,No Credit Card,40257.79,Churned
498,Spain,Male,29,8,127864.26,1,1,Has Credit Card,46677.9,Churned
774,France,Male,53,4,113709.28,1,1,Has Credit Card,153887.93,Stayed
705,Germany,Female,43,7,79974.55,1,1,Has Credit Card,103108.33,Churned
648,France,Female,44,2,0,2,2,Has Credit Card,58652.23,Churned
688,France,Female,51,5,0,1,1,No Credit Card,91624.11,Stayed
592,Spain,Male,38,0,0,1,1,No Credit Card,65986.48,Stayed
705,France,Male,33,3,144427.96,2,2,No Credit Card,113845.19,Churned
654,France,Male,42,7,99263.09,1,1,Has Credit Card,67607.9,Churned
624,France,Female,32,2,79368.87,2,2,Has Credit Card,145471.94,Churned
594,France,Female,30,10,0,2,2,Has Credit Card,124071.71,Churned
695,Spain,Female,34,9,0,2,2,Has Credit Card,67502.12,Churned
597,France,Male,28,2,0,3,3,Has Credit Card,78707.97,Churned
758,France,Female,52,7,125095.94,1,1,No Credit Card,171189.83,Stayed
737,Germany,Female,40,2,162485.8,2,2,No Credit Card,149381.32,Churned
694,Germany,Male,37,1,95668.82,2,2,No Credit Card,100335.55,Churned
683,France,Male,25,4,0,2,2,No Credit Card,152698.24,Churned
538,Spain,Female,30,8,0,2,2,Has Credit Card,41192.95,Churned
669,France,Male,37,4,0,1,1,No Credit Card,132540.33,Churned
730,France,Female,34,5,74197.38,2,2,No Credit Card,96875.52,Churned
622,France,Female,31,1,89688.94,1,1,Has Credit Card,152305.47,Churned
714,Spain,Female,33,10,103121.33,2,2,Has Credit Card,49672.01,Churned
569,Spain,Female,34,3,0,1,1,No Credit Card,133997.53,Churned
668,Germany,Female,59,5,120170.07,1,1,Has Credit Card,50454.8,Churned
628,France,Male,32,9,149136.31,2,2,Has Credit Card,16402.11,Churned
600,France,Male,40,1,141136.79,1,1,Has Credit Card,67803.83,Churned
693,France,Female,43,4,152341.55,1,1,No Credit Card,9241.78,Churned
704,France,Male,36,7,120026.98,2,2,Has Credit Card,100601.73,Churned
527,Spain,Male,33,9,132168.28,1,1,No Credit Card,98734.15,Churned
553,Germany,Male,43,6,85200.82,2,2,Has Credit Card,160574.09,Churned
575,Spain,Male,53,1,84903.33,2,2,Has Credit Card,26015.8,Churned
626,France,Female,32,0,0,2,2,No Credit Card,187172.54,Churned
582,France,Male,20,4,0,1,1,Has Credit Card,55763.66,Churned
683,Spain,Male,40,8,0,1,1,No Credit Card,75848.22,Churned
850,France,Male,30,9,121535.18,1,1,No Credit Card,40313.47,Churned
653,Spain,Male,35,6,116662.96,2,2,Has Credit Card,23864.21,Churned
679,France,Male,60,8,0,2,2,Has Credit Card,51380.9,Churned
549,Germany,Female,49,6,124829.16,1,1,Has Credit Card,93551.36,Churned
850,Spain,Female,36,2,155180.56,2,2,No Credit Card,169415.54,Churned
558,Germany,Female,32,1,108262.87,1,1,Has Credit Card,6935.31,Churned
528,Spain,Male,40,4,0,2,2,No Credit Card,25399.7,Churned
801,France,Male,38,5,0,2,2,No Credit Card,66256.27,Churned
513,Spain,Male,48,2,0,1,1,Has Credit Card,114709.13,Stayed
666,Germany,Male,38,6,99812.88,2,2,Has Credit Card,158357.97,Churned
606,France,Male,35,2,132164.26,1,1,Has Credit Card,164815.59,Churned
599,Germany,Male,45,10,103583.05,1,1,No Credit Card,132127.69,Stayed
544,Germany,Male,39,4,142406.43,2,2,No Credit Card,146637.45,Churned
529,Spain,Male,38,7,99842.5,2,2,No Credit Card,90256.06,Stayed
850,France,Female,41,5,0,2,2,Has Credit Card,34827.43,Churned
497,France,Male,41,9,0,1,1,No Credit Card,22074.48,Churned
764,France,Female,39,5,81042.42,1,1,Has Credit Card,109805.17,Churned
603,France,Female,48,5,0,1,1,No Credit Card,100478.6,Stayed
609,France,Male,40,6,0,2,2,Has Credit Card,97416.34,Churned
487,France,Male,53,4,199689.49,1,1,Has Credit Card,24207.86,Stayed
748,France,Male,33,1,142645.43,1,1,No Credit Card,69132.66,Churned
710,Spain,Female,75,5,0,2,2,Has Credit Card,9376.89,Churned
432,Germany,Female,45,3,110219.14,1,1,No Credit Card,43046.7,Stayed
534,Spain,Male,51,3,0,2,2,Has Credit Card,20856.31,Churned
607,France,Male,25,3,0,2,2,No Credit Card,187048.72,Churned
551,Spain,Male,32,4,0,2,2,No Credit Card,53420.53,Churned
674,France,Male,45,7,142072.02,1,1,No Credit Card,37013.29,Churned
525,France,Female,25,6,0,2,2,No Credit Card,89566.64,Churned
645,Germany,Male,33,8,149564.61,1,1,No Credit Card,149913.84,Churned
755,France,Female,43,9,0,2,2,No Credit Card,18066.69,Churned
708,Germany,Male,37,8,153366.13,1,1,Has Credit Card,26912.34,Churned
715,France,Male,21,6,76467.16,1,1,Has Credit Card,173511.72,Churned
727,France,Female,26,9,121508.28,1,1,Has Credit Card,146785.44,Churned
545,Spain,Male,36,8,73211.12,2,2,No Credit Card,89587.34,Stayed
524,France,Male,22,9,0,2,2,No Credit Card,74405.34,Churned
707,France,Female,55,1,0,2,2,Has Credit Card,54409.48,Churned
671,Spain,Male,38,0,92674.94,2,2,No Credit Card,3647.57,Churned
439,Spain,Male,52,3,96196.24,4,4,No Credit Card,198874.52,Stayed
667,Germany,Female,36,1,114391.62,1,1,Has Credit Card,53412.54,Churned
831,Germany,Male,32,9,80262.66,1,1,No Credit Card,194867.78,Churned
545,Spain,Female,33,7,173331.52,1,1,No Credit Card,150452.88,Churned
604,Spain,Female,35,7,147285.52,1,1,Has Credit Card,57807.05,Churned
657,Spain,Male,67,5,119785.47,2,2,Has Credit Card,107534.32,Churned
487,Spain,Female,36,1,140137.15,1,1,No Credit Card,194073.33,Churned
750,Germany,Female,52,6,107467.56,1,1,No Credit Card,126233.18,Stayed
694,Germany,Female,37,8,98218.04,2,2,No Credit Card,182354.46,Stayed
711,Germany,Female,35,2,133607.75,1,1,Has Credit Card,120586.32,Churned
551,France,Male,37,3,0,2,2,Has Credit Card,50578.4,Churned
559,France,Female,38,8,95139.41,1,1,Has Credit Card,86575.46,Churned
620,France,Female,29,3,0,2,2,Has Credit Card,153392.28,Churned
660,Spain,Male,42,5,0,2,2,No Credit Card,115509.59,Churned
449,France,Female,37,6,0,2,2,No Credit Card,82176.48,Churned
703,Germany,Female,26,1,97331.19,1,1,No Credit Card,63717.49,Churned
795,Germany,Male,37,2,139265.63,2,2,Has Credit Card,198745.94,Churned
594,France,Female,31,9,0,1,1,Has Credit Card,5719.11,Churned
586,Spain,Male,34,5,168094.01,1,1,No Credit Card,20058.61,Churned
613,Germany,Female,30,5,131563.88,2,2,No Credit Card,170638.98,Churned
601,France,Male,44,3,0,2,2,No Credit Card,30607.11,Churned
657,France,Male,50,9,0,2,2,No Credit Card,37171.46,Churned
531,France,Male,31,3,0,1,1,Has Credit Card,42589.33,Churned
621,Germany,Male,47,7,107363.29,1,1,Has Credit Card,66799.28,Churned
782,France,Female,33,2,94493.03,1,1,Has Credit Card,101866.39,Churned
528,Germany,Female,29,9,170214.23,2,2,No Credit Card,49284,Churned
696,France,Male,52,6,139781.06,1,1,No Credit Card,27445.4,Stayed
586,France,Female,35,7,0,2,2,No Credit Card,70760.69,Churned
626,Spain,Female,26,8,148610.41,3,3,Has Credit Card,104502.02,Stayed
498,France,Male,73,2,170241.7,2,2,Has Credit Card,165407.96,Churned
691,France,Female,33,1,128306.83,1,1,Has Credit Card,113580.79,Churned
568,France,Female,47,7,0,2,2,Has Credit Card,45978.39,Churned
715,France,Female,35,3,0,1,1,Has Credit Card,152012.36,Churned
680,Germany,Male,32,7,175454,1,1,Has Credit Card,77349.92,Churned
802,Spain,Male,41,6,0,2,2,No Credit Card,47322.05,Churned
539,France,Female,22,0,100885.93,2,2,Has Credit Card,38772.65,Churned
494,France,Male,69,9,93320.8,1,1,Has Credit Card,24489.44,Churned
594,Germany,Male,38,6,63176.44,2,2,Has Credit Card,14466.08,Churned
596,France,Male,33,2,139451.67,1,1,No Credit Card,63142.12,Churned
649,France,Female,52,8,49113.75,1,1,No Credit Card,41858.43,Churned
699,Germany,Male,32,1,123906.22,3,3,Has Credit Card,127443.82,Stayed
787,France,Female,40,6,0,2,2,Has Credit Card,84151.98,Churned
604,France,Male,28,7,0,2,2,No Credit Card,58595.64,Churned
489,Germany,Female,52,1,131441.51,1,1,No Credit Card,37240.11,Stayed
651,France,Male,56,2,0,1,1,No Credit Card,114522.68,Stayed
698,France,Male,57,6,136325.48,2,2,Has Credit Card,72549.27,Stayed
578,Germany,Female,38,4,113150.44,2,2,No Credit Card,176712.59,Stayed
538,Spain,Female,42,9,0,1,1,No Credit Card,152855.96,Churned
696,France,Female,33,4,0,2,2,Has Credit Card,73371.65,Churned
507,Germany,Female,46,8,102785.16,1,1,Has Credit Card,70323.68,Churned
685,Spain,Male,34,6,83264.28,1,1,No Credit Card,9663.28,Churned
705,Germany,Male,41,4,72252.64,2,2,Has Credit Card,142514.66,Churned
499,Germany,Female,29,6,148051.52,1,1,No Credit Card,118623.94,Churned
717,France,Female,76,9,138489.66,1,1,Has Credit Card,68400.14,Churned
510,France,Male,63,8,0,2,2,Has Credit Card,115291.86,Churned
632,France,Male,32,6,111589.33,1,1,Has Credit Card,170382.99,Churned
668,Germany,Female,39,0,122104.79,1,1,No Credit Card,112946.67,Stayed
744,Germany,Male,32,4,96106.83,1,1,Has Credit Card,79812.77,Churned
663,Germany,Male,42,7,115930.87,1,1,No Credit Card,19862.78,Churned
638,Germany,Female,37,7,124513.66,2,2,No Credit Card,158610.89,Churned
688,France,Female,54,9,0,1,1,No Credit Card,191212.63,Stayed
588,Spain,Male,46,8,0,1,1,No Credit Card,61931.21,Churned
631,France,Male,33,7,0,1,1,Has Credit Card,58043.02,Stayed
687,Spain,Male,35,8,100988.39,2,2,No Credit Card,22247.27,Churned
599,France,Male,44,10,118577.24,1,1,Has Credit Card,31448.52,Churned
718,Spain,Male,28,6,0,2,2,No Credit Card,146875.86,Churned
730,France,Male,27,5,0,2,2,Has Credit Card,116081.93,Churned
533,France,Female,39,2,0,1,1,Has Credit Card,73669.94,Stayed
711,Spain,Female,28,5,0,2,2,Has Credit Card,93959.96,Churned
555,Spain,Female,26,9,0,2,2,Has Credit Card,158918.03,Churned
850,France,Female,42,9,113311.11,1,1,Has Credit Card,198193.75,Churned
678,France,Female,41,9,0,1,1,No Credit Card,13160.03,Churned
576,France,Male,32,7,0,2,2,No Credit Card,4660.91,Churned
835,Germany,Male,20,4,124365.42,1,1,No Credit Card,180197.74,Stayed
592,France,Male,42,1,147249.29,2,2,Has Credit Card,63023.02,Churned
774,France,Male,36,7,103688.19,1,1,Has Credit Card,118971.74,Churned
620,France,Female,29,1,138740.24,2,2,No Credit Card,154700.61,Churned
519,Spain,Male,39,4,111900.14,1,1,Has Credit Card,97577.17,Churned
734,Spain,Female,37,0,152760.24,1,1,Has Credit Card,48990.5,Churned
763,Germany,Male,31,7,143966.3,2,2,Has Credit Card,140262.96,Stayed
733,France,Male,51,10,141556.96,1,1,No Credit Card,130189.53,Churned
650,France,Female,43,6,0,2,2,Has Credit Card,16301.91,Churned
538,France,Female,33,5,0,2,2,No Credit Card,126962.41,Churned
577,France,Female,46,1,0,1,1,Has Credit Card,158750.53,Churned
792,France,Male,30,8,0,2,2,No Credit Card,199644.2,Churned
686,France,Female,41,10,0,1,1,Has Credit Card,144272.71,Stayed
589,France,Male,29,2,0,2,2,Has Credit Card,98320.27,Churned
530,France,Male,25,9,162560.32,1,1,No Credit Card,64129.03,Churned
778,Germany,Female,29,7,123229.46,1,1,No Credit Card,181221.09,Churned
616,Spain,Male,31,7,76665.71,2,2,Has Credit Card,163809.08,Churned
550,France,Male,38,9,140278.99,3,3,Has Credit Card,171457.06,Stayed
655,France,Female,51,3,0,2,2,Has Credit Card,15801.02,Churned
721,France,Male,46,1,115764.32,2,2,No Credit Card,102950.79,Churned
499,Germany,Male,36,5,131142.53,2,2,No Credit Card,174918.46,Churned
511,France,Male,45,5,68375.27,1,1,No Credit Card,193160.25,Stayed
579,Germany,Female,39,5,117833.3,3,3,No Credit Card,5831,Stayed
696,Spain,Female,36,7,0,2,2,Has Credit Card,82298.59,Churned
681,France,Male,34,7,0,2,2,No Credit Card,130686.59,Churned
815,France,Male,45,7,0,1,1,Has Credit Card,52885.23,Stayed
681,Spain,Male,30,2,111093.01,1,1,No Credit Card,68985.99,Churned
641,Spain,Male,42,9,132657.55,1,1,No Credit Card,35367.19,Churned
591,France,Female,56,9,128882.49,1,1,Has Credit Card,196241.94,Stayed
565,Germany,Male,59,9,69129.59,1,1,Has Credit Card,170705.53,Churned
487,France,Male,37,6,0,2,2,Has Credit Card,126477.41,Churned
729,France,Male,39,4,121404.64,1,1,Has Credit Card,159618.17,Churned
505,Spain,Female,45,9,131355.3,3,3,No Credit Card,195395.33,Stayed
580,France,Female,35,1,102097.33,1,1,Has Credit Card,168285.85,Churned
642,France,Male,40,1,154863.15,1,1,Has Credit Card,138052.51,Churned
850,Spain,Female,41,3,99945.93,2,2,No Credit Card,71179.31,Churned
616,Germany,Male,39,2,121704.32,2,2,No Credit Card,55556.3,Churned
526,Spain,Female,43,3,0,2,2,No Credit Card,31705.19,Churned
523,Germany,Male,35,8,138782.76,1,1,Has Credit Card,186118.93,Churned
663,France,Male,35,9,0,2,2,Has Credit Card,195580.28,Churned
840,France,Male,30,8,136291.71,1,1,No Credit Card,54113.38,Churned
570,Germany,Male,42,0,107856.57,2,2,No Credit Card,127528.84,Churned
676,Germany,Female,26,1,108348.66,1,1,No Credit Card,60231.74,Stayed
689,France,Male,47,1,93871.95,3,3,No Credit Card,156878.42,Stayed
703,Spain,Female,45,1,0,1,1,No Credit Card,182784.11,Stayed
491,Germany,Male,19,2,125860.2,1,1,No Credit Card,129690.5,Churned
584,France,Male,49,8,172713.44,1,1,No Credit Card,113860.81,Churned
810,France,Female,51,5,0,2,2,Has Credit Card,184524.74,Churned
745,Spain,Female,59,8,0,1,1,Has Credit Card,36124.98,Churned
625,France,Female,39,3,130786.92,1,1,Has Credit Card,121316.07,Churned
535,France,Female,29,2,112367.34,1,1,No Credit Card,185630.76,Churned
729,Spain,Female,45,7,91091.06,2,2,No Credit Card,71133.12,Churned
655,France,Female,26,7,106198.5,1,1,Has Credit Card,32020.42,Churned
751,France,Male,47,5,142669.93,2,2,No Credit Card,162760.96,Churned
525,France,Male,33,1,112833.35,1,1,Has Credit Card,175178.56,Churned
532,France,Female,40,5,0,2,2,Has Credit Card,177099.71,Churned
696,Spain,Female,43,4,0,2,2,Has Credit Card,66406.37,Churned
786,Germany,Female,32,2,104336.43,2,2,No Credit Card,59559.81,Churned
580,France,Male,55,6,104305.74,1,1,Has Credit Card,175750.21,Churned
596,Germany,Male,47,5,140187.1,2,2,Has Credit Card,174311.3,Churned
683,France,Male,39,4,0,2,2,No Credit Card,171716.81,Churned
